nuts_2,country,year,urban_pop_10k,n_cities_10k,largest_city,largest_city_pop,urban_pop_5k,national_urb_ratio,national_total_pop_k,total_pop_est_k,confidence
PT20,PT,1750,0.0,0,,0.0,6.0,0.2511111111,2250.0,,low_no_large_city
PT20,PT,1800,0.0,0,,0.0,8.0,0.3614545455,2750.0,,low_no_large_city
PT20,PT,1850,31.0,1,Ponta Delgada,31.0,31.0,0.2898322851,3816.0,106.95840868557539,high
PT20,PT,1900,52.0,1,Ponta Delgada,52.0,52.0,0.3398223538,5404.0,153.0211282998888,high
PT30,PT,1500,0.0,0,,0.0,0.0,0.282,1000.0,,low_no_large_city
PT30,PT,1550,0.0,0,,0.0,0.0,0.32827272725,1050.0,,low_no_large_city
PT30,PT,1600,0.0,0,,0.0,0.0,0.3745454545,1100.0,,low_no_large_city
PT30,PT,1650,0.0,0,,0.0,0.0,0.2537142857,1750.0,,low_no_large_city
PT30,PT,1700,0.0,0,,0.0,0.0,0.249,2000.0,,low_no_large_city
PT30,PT,1750,0.0,0,,0.0,6.0,0.2511111111,2250.0,,low_no_large_city
PT30,PT,1800,0.0,0,,0.0,9.0,0.3614545455,2750.0,,low_no_large_city
PT30,PT,1850,13.0,1,Funchal,13.0,13.0,0.2898322851,3816.0,44.85352622298323,high
PT30,PT,1900,43.0,1,Funchal,43.0,43.0,0.3398223538,5404.0,126.53670224798496,high
UKC1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKC1,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKC1,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKC1,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKC1,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKC1,UK,1750,0.0,0,,0.0,0.0,0.2367448276,7250.0,,low_no_large_city
UKC1,UK,1800,0.0,0,,0.0,18.0,0.2799255814,10750.0,,low_no_large_city
UKC1,UK,1850,44.0,4,Durham,13.0,50.0,0.3028218241,27181.0,145.2999635372053,high
UKC1,UK,1900,225.0,5,Middlesbrough,91.0,225.0,0.422135828,41155.0,533.0037989573347,high
UKC2,UK,1500,0.0,0,,0.0,5.0,0.1125317098,3942.0,,low_no_large_city
UKC2,UK,1550,0.0,0,,0.0,7.0,0.1147099392,5056.0,,low_no_large_city
UKC2,UK,1600,10.0,1,Newcastle-upon-Tyne,10.0,10.0,0.1168881686,6170.0,85.55185798334084,high
UKC2,UK,1650,12.0,1,Newcastle-upon-Tyne,12.0,17.0,0.1562413793,5800.0,76.80423748025629,high
UKC2,UK,1700,14.0,1,Newcastle-upon-Tyne,14.0,25.0,0.145405721,8565.0,96.28231890545766,high
UKC2,UK,1750,39.0,2,Newcastle-upon-Tyne,29.0,52.0,0.2367448276,7250.0,164.73432765295186,high
UKC2,UK,1800,81.0,4,Newcastle-upon-Tyne,33.0,97.0,0.2799255814,10750.0,289.3626212898883,high
UKC2,UK,1850,247.0,6,Newcastle-upon-Tyne,88.0,247.0,0.3028218241,27181.0,815.6611589474934,high
UKC2,UK,1900,632.0,6,Newcastle-upon-Tyne,215.0,632.0,0.422135828,41155.0,1497.1484486268246,high
UKD1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKD1,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKD1,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKD1,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKD1,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKD1,UK,1750,0.0,0,,0.0,5.0,0.2367448276,7250.0,,low_no_large_city
UKD1,UK,1800,0.0,0,,0.0,31.0,0.2799255814,10750.0,,low_no_large_city
UKD1,UK,1850,50.0,3,Carlisle,26.0,56.0,0.3028218241,27181.0,165.11359492864239,high
UKD1,UK,1900,105.0,4,Carlisle,46.0,105.0,0.422135828,41155.0,248.7351061800895,high
UKD3,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKD3,UK,1550,0.0,0,,0.0,6.0,0.1147099392,5056.0,,low_no_large_city
UKD3,UK,1600,10.0,1,Manchester,10.0,10.0,0.1168881686,6170.0,85.55185798334084,high
UKD3,UK,1650,0.0,0,,0.0,9.0,0.1562413793,5800.0,,low_no_large_city
UKD3,UK,1700,0.0,0,,0.0,8.0,0.145405721,8565.0,,low_no_large_city
UKD3,UK,1750,18.0,1,Manchester,18.0,30.0,0.2367448276,7250.0,76.03122814751623,high
UKD3,UK,1800,204.0,9,Manchester,84.0,222.0,0.2799255814,10750.0,728.7651202856446,high
UKD3,UK,1850,817.0,12,Manchester,303.0,834.0,0.3028218241,27181.0,2697.9561411340164,high
UKD3,UK,1900,1675.0,14,Manchester,607.0,1675.0,0.422135828,41155.0,3967.9171700157135,high
UKD4,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKD4,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKD4,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKD4,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKD4,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKD4,UK,1750,0.0,0,,0.0,14.0,0.2367448276,7250.0,,low_no_large_city
UKD4,UK,1800,24.0,2,Blackburn,12.0,33.0,0.2799255814,10750.0,85.73707297478171,high
UKD4,UK,1850,132.0,3,Preston,70.0,132.0,0.3028218241,27181.0,435.8998906116159,high
UKD4,UK,1900,308.0,4,Blackburn,128.0,308.0,0.422135828,41155.0,729.6229781282626,high
UKD6,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKD6,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKD6,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKD6,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKD6,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKD6,UK,1750,0.0,0,,0.0,0.0,0.2367448276,7250.0,,low_no_large_city
UKD6,UK,1800,22.0,2,Warrington,11.0,29.0,0.2799255814,10750.0,78.5923168935499,high
UKD6,UK,1850,73.0,3,Wigan,32.0,86.0,0.3028218241,27181.0,241.06584859581787,high
UKD6,UK,1900,185.0,3,Wigan,82.0,193.0,0.422135828,41155.0,438.2475680315863,high
UKD7,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKD7,UK,1550,0.0,0,,0.0,5.0,0.1147099392,5056.0,,low_no_large_city
UKD7,UK,1600,0.0,0,,0.0,6.0,0.1168881686,6170.0,,low_no_large_city
UKD7,UK,1650,0.0,0,,0.0,5.0,0.1562413793,5800.0,,low_no_large_city
UKD7,UK,1700,0.0,0,,0.0,11.0,0.145405721,8565.0,,low_no_large_city
UKD7,UK,1750,35.0,2,Liverpool,22.0,35.0,0.2367448276,7250.0,147.838499175726,high
UKD7,UK,1800,98.0,2,Liverpool,83.0,105.0,0.2799255814,10750.0,350.0930479803587,high
UKD7,UK,1850,429.0,3,Liverpool,376.0,434.0,0.3028218241,27181.0,1416.6746444877517,high
UKD7,UK,1900,827.0,3,Liverpool,705.0,827.0,0.422135828,41155.0,1959.085074389848,high
UKE1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKE1,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKE1,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKE1,UK,1650,0.0,0,,0.0,5.0,0.1562413793,5800.0,,low_no_large_city
UKE1,UK,1700,0.0,0,,0.0,6.0,0.145405721,8565.0,,low_no_large_city
UKE1,UK,1750,0.0,0,,0.0,11.0,0.2367448276,7250.0,,low_no_large_city
UKE1,UK,1800,30.0,1,Hull,30.0,49.0,0.2799255814,10750.0,107.17134121847714,high
UKE1,UK,1850,98.0,2,Hull,85.0,124.0,0.3028218241,27181.0,323.62264606013906,high
UKE1,UK,1900,364.0,5,Hull,237.0,364.0,0.422135828,41155.0,862.2817014243103,high
UKE2,UK,1500,0.0,0,,0.0,7.0,0.1125317098,3942.0,,low_no_large_city
UKE2,UK,1550,0.0,0,,0.0,9.0,0.1147099392,5056.0,,low_no_large_city
UKE2,UK,1600,12.0,1,York,12.0,12.0,0.1168881686,6170.0,102.66222958000901,high
UKE2,UK,1650,12.0,1,York,12.0,12.0,0.1562413793,5800.0,76.80423748025629,high
UKE2,UK,1700,12.0,1,York,12.0,12.0,0.145405721,8565.0,82.5277019189637,high
UKE2,UK,1750,11.0,1,York,11.0,11.0,0.2367448276,7250.0,46.46352831237103,high
UKE2,UK,1800,17.0,1,York,17.0,17.0,0.2799255814,10750.0,60.73042669047038,high
UKE2,UK,1850,41.0,1,York,41.0,41.0,0.3028218241,27181.0,135.39314784148675,high
UKE2,UK,1900,91.0,1,York,91.0,91.0,0.422135828,41155.0,215.57042535607758,high
UKE3,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKE3,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKE3,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKE3,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKE3,UK,1700,0.0,0,,0.0,5.0,0.145405721,8565.0,,low_no_large_city
UKE3,UK,1750,0.0,0,,0.0,5.0,0.2367448276,7250.0,,low_no_large_city
UKE3,UK,1800,0.0,0,,0.0,19.0,0.2799255814,10750.0,,low_no_large_city
UKE3,UK,1850,39.0,3,Rotherham,14.0,46.0,0.3028218241,27181.0,128.78860404434107,high
UKE3,UK,1900,151.0,4,Rotherham,54.0,151.0,0.422135828,41155.0,357.70477174470017,high
UKE4,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKE4,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKE4,UK,1600,0.0,0,,0.0,5.0,0.1168881686,6170.0,,low_no_large_city
UKE4,UK,1650,0.0,0,,0.0,10.0,0.1562413793,5800.0,,low_no_large_city
UKE4,UK,1700,0.0,0,,0.0,12.0,0.145405721,8565.0,,low_no_large_city
UKE4,UK,1750,16.0,1,Leeds,16.0,36.0,0.2367448276,7250.0,67.58331390890332,high
UKE4,UK,1800,100.0,5,Leeds,53.0,100.0,0.2799255814,10750.0,357.23780406159045,high
UKE4,UK,1850,369.0,5,Leeds,172.0,369.0,0.3028218241,27181.0,1218.5383305733808,high
UKE4,UK,1900,933.0,5,Leeds,429.0,933.0,0.422135828,41155.0,2210.1890863430813,high
UKF1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKF1,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKF1,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKF1,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKF1,UK,1700,0.0,0,,0.0,5.0,0.145405721,8565.0,,low_no_large_city
UKF1,UK,1750,12.0,1,Nottingham,12.0,18.0,0.2367448276,7250.0,50.687485431677494,high
UKF1,UK,1800,40.0,2,Nottingham,29.0,46.0,0.2799255814,10750.0,142.8951216246362,high
UKF1,UK,1850,153.0,3,Nottingham,99.0,159.0,0.3028218241,27181.0,505.2476004816457,high
UKF1,UK,1900,393.0,4,Nottingham,238.0,393.0,0.422135828,41155.0,930.9799688454779,high
UKF2,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKF2,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKF2,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKF2,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKF2,UK,1700,0.0,0,,0.0,5.0,0.145405721,8565.0,,low_no_large_city
UKF2,UK,1750,0.0,0,,0.0,13.0,0.2367448276,7250.0,,low_no_large_city
UKF2,UK,1800,17.0,1,Leicester,17.0,29.0,0.2799255814,10750.0,60.73042669047038,high
UKF2,UK,1850,99.0,3,Leicester,61.0,105.0,0.3028218241,27181.0,326.92491795871194,high
UKF2,UK,1900,338.0,4,Leicester,212.0,338.0,0.422135828,41155.0,800.6901513225738,high
UKF3,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKF3,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKF3,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKF3,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKF3,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKF3,UK,1750,0.0,0,,0.0,11.0,0.2367448276,7250.0,,low_no_large_city
UKF3,UK,1800,0.0,0,,0.0,20.0,0.2799255814,10750.0,,low_no_large_city
UKF3,UK,1850,44.0,3,Lincoln,18.0,44.0,0.3028218241,27181.0,145.2999635372053,high
UKF3,UK,1900,80.0,3,Lincoln,49.0,80.0,0.422135828,41155.0,189.51246185149677,high
UKG1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKG1,UK,1550,0.0,0,,0.0,5.0,0.1147099392,5056.0,,low_no_large_city
UKG1,UK,1600,0.0,0,,0.0,6.0,0.1168881686,6170.0,,low_no_large_city
UKG1,UK,1650,0.0,0,,0.0,7.0,0.1562413793,5800.0,,low_no_large_city
UKG1,UK,1700,0.0,0,,0.0,9.0,0.145405721,8565.0,,low_no_large_city
UKG1,UK,1750,10.0,1,Worcester,10.0,10.0,0.2367448276,7250.0,42.23957119306458,high
UKG1,UK,1800,11.0,1,Worcester,11.0,23.0,0.2799255814,10750.0,39.29615844677495,high
UKG1,UK,1850,87.0,4,Cheltenham,35.0,87.0,0.3028218241,27181.0,287.29765517583775,high
UKG1,UK,1900,108.0,3,Cheltenham,49.0,116.0,0.422135828,41155.0,255.84182349952064,high
UKG2,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKG2,UK,1550,0.0,0,,0.0,5.0,0.1147099392,5056.0,,low_no_large_city
UKG2,UK,1600,0.0,0,,0.0,5.0,0.1168881686,6170.0,,low_no_large_city
UKG2,UK,1650,0.0,0,,0.0,6.0,0.1562413793,5800.0,,low_no_large_city
UKG2,UK,1700,0.0,0,,0.0,7.0,0.145405721,8565.0,,low_no_large_city
UKG2,UK,1750,0.0,0,,0.0,8.0,0.2367448276,7250.0,,low_no_large_city
UKG2,UK,1800,15.0,1,Shrewsbury,15.0,34.0,0.2799255814,10750.0,53.58567060923857,high
UKG2,UK,1850,77.0,5,Newport,20.0,82.0,0.3028218241,27181.0,254.27493619010926,high
UKG2,UK,1900,202.0,5,Newport,79.0,209.0,0.422135828,41155.0,478.51896617502933,high
UKG3,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKG3,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKG3,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKG3,UK,1650,0.0,0,,0.0,5.0,0.1562413793,5800.0,,low_no_large_city
UKG3,UK,1700,0.0,0,,0.0,19.0,0.145405721,8565.0,,low_no_large_city
UKG3,UK,1750,24.0,1,Birmingham,24.0,49.0,0.2367448276,7250.0,101.37497086335499,high
UKG3,UK,1800,114.0,5,Birmingham,71.0,143.0,0.2799255814,10750.0,407.25109663021317,high
UKG3,UK,1850,467.0,9,Birmingham,233.0,479.0,0.3028218241,27181.0,1542.1609766335198,high
UKG3,UK,1900,930.0,10,Birmingham,522.0,938.0,0.422135828,41155.0,2203.08236902365,high
UKH1,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKH1,UK,1550,0.0,0,,0.0,6.0,0.1147099392,5056.0,,low_no_large_city
UKH1,UK,1600,0.0,0,,0.0,13.0,0.1168881686,6170.0,,low_no_large_city
UKH1,UK,1650,0.0,0,,0.0,13.0,0.1562413793,5800.0,,low_no_large_city
UKH1,UK,1700,0.0,0,,0.0,14.0,0.145405721,8565.0,,low_no_large_city
UKH1,UK,1750,0.0,0,,0.0,15.0,0.2367448276,7250.0,,low_no_large_city
UKH1,UK,1800,20.0,2,Cambridge,10.0,25.0,0.2799255814,10750.0,71.4475608123181,high
UKH1,UK,1850,59.0,3,Cambridge,28.0,68.0,0.3028218241,27181.0,194.83404201579802,high
UKH1,UK,1900,89.0,3,Cambridge,38.0,97.0,0.422135828,41155.0,210.83261380979016,high
UKH2,UK,1500,0.0,0,,0.0,5.0,0.1125317098,3942.0,,low_no_large_city
UKH2,UK,1550,0.0,0,,0.0,5.0,0.1147099392,5056.0,,low_no_large_city
UKH2,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKH2,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKH2,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKH2,UK,1750,0.0,0,,0.0,0.0,0.2367448276,7250.0,,low_no_large_city
UKH2,UK,1800,0.0,0,,0.0,0.0,0.2799255814,10750.0,,low_no_large_city
UKH2,UK,1850,11.0,1,Luton,11.0,18.0,0.3028218241,27181.0,36.32499088430132,high
UKH2,UK,1900,52.0,2,Luton,36.0,52.0,0.422135828,41155.0,123.1831002034729,high
UKH3,UK,1500,10.0,1,Norwich,10.0,15.0,0.1125317098,3942.0,88.86384129213684,high
UKH3,UK,1550,14.0,1,Norwich,14.0,26.0,0.1147099392,5056.0,122.04696556930962,high
UKH3,UK,1600,20.0,1,Norwich,20.0,36.0,0.1168881686,6170.0,171.10371596668168,high
UKH3,UK,1650,24.0,1,Norwich,24.0,53.0,0.1562413793,5800.0,153.60847496051258,high
UKH3,UK,1700,50.0,3,Norwich,30.0,69.0,0.145405721,8565.0,343.86542466234874,high
UKH3,UK,1750,47.0,2,Norwich,37.0,81.0,0.2367448276,7250.0,198.5259846074035,high
UKH3,UK,1800,99.0,5,Norwich,37.0,119.0,0.2799255814,10750.0,353.66542602097456,high
UKH3,UK,1850,265.0,8,Norwich,68.0,280.0,0.3028218241,27181.0,875.1020531218046,high
UKH3,UK,1900,392.0,9,Norwich,112.0,392.0,0.422135828,41155.0,928.6110630723342,high
UKI3,UK,1500,50.0,1,London,50.0,50.0,0.1125317098,3942.0,444.3192064606842,high
UKI3,UK,1550,100.0,1,London,100.0,100.0,0.1147099392,5056.0,871.764039780783,high
UKI3,UK,1600,200.0,1,London,200.0,200.0,0.1168881686,6170.0,1711.037159666817,high
UKI3,UK,1650,339.0,1,London,339.0,339.0,0.1562413793,5800.0,2169.71970881724,high
UKI3,UK,1700,575.0,1,London,575.0,575.0,0.145405721,8565.0,3954.452383617011,high
UKI3,UK,1750,675.0,1,London,675.0,675.0,0.2367448276,7250.0,2851.171055531859,high
UKI3,UK,1800,948.0,1,London,948.0,948.0,0.2799255814,10750.0,3386.6143825038776,high
UKI3,UK,1850,2236.0,1,London,2236.0,2236.0,0.3028218241,27181.0,7383.879965208887,high
UKI3,UK,1900,6226.0,1,London,6226.0,6226.0,0.422135828,41155.0,14748.807343592736,high
UKI4,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKI4,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKI4,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKI4,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKI4,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKI4,UK,1750,0.0,0,,0.0,8.0,0.2367448276,7250.0,,low_no_large_city
UKI4,UK,1800,18.0,1,Deptford,18.0,18.0,0.2799255814,10750.0,64.30280473108628,high
UKI4,UK,1850,32.0,1,Deptford,32.0,32.0,0.3028218241,27181.0,105.67270075433113,high
UKI4,UK,1900,110.0,1,Deptford,110.0,110.0,0.422135828,41155.0,260.57963504580806,high
UKI5,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKI5,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKI5,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKI5,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKI5,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKI5,UK,1750,0.0,0,,0.0,13.0,0.2367448276,7250.0,,low_no_large_city
UKI5,UK,1800,38.0,2,Woolwich,24.0,44.0,0.2799255814,10750.0,135.75036554340437,high
UKI5,UK,1850,128.0,3,Greenwich,57.0,128.0,0.3028218241,27181.0,422.6908030173245,high
UKI5,UK,1900,248.0,3,Woolwich,117.0,248.0,0.422135828,41155.0,587.48863173964,high
UKI6,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKI6,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKI6,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKI6,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKI6,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKI6,UK,1750,0.0,0,,0.0,0.0,0.2367448276,7250.0,,low_no_large_city
UKI6,UK,1800,0.0,0,,0.0,6.0,0.2799255814,10750.0,,low_no_large_city
UKI6,UK,1850,20.0,1,Croydon,20.0,20.0,0.3028218241,27181.0,66.04543797145695,high
UKI6,UK,1900,134.0,1,Croydon,134.0,134.0,0.422135828,41155.0,317.4333736012571,high
UKI7,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKI7,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKI7,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKI7,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKI7,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKI7,UK,1750,0.0,0,,0.0,0.0,0.2367448276,7250.0,,low_no_large_city
UKI7,UK,1800,0.0,0,,0.0,0.0,0.2799255814,10750.0,,low_no_large_city
UKI7,UK,1850,0.0,0,,0.0,7.0,0.3028218241,27181.0,,low_no_large_city
UKI7,UK,1900,27.0,2,Guildford,16.0,27.0,0.422135828,41155.0,63.96045587488016,high
UKJ1,UK,1500,0.0,0,,0.0,5.0,0.1125317098,3942.0,,low_no_large_city
UKJ1,UK,1550,0.0,0,,0.0,5.0,0.1147099392,5056.0,,low_no_large_city
UKJ1,UK,1600,0.0,0,,0.0,10.0,0.1168881686,6170.0,,low_no_large_city
UKJ1,UK,1650,0.0,0,,0.0,11.0,0.1562413793,5800.0,,low_no_large_city
UKJ1,UK,1700,0.0,0,,0.0,13.0,0.145405721,8565.0,,low_no_large_city
UKJ1,UK,1750,0.0,0,,0.0,15.0,0.2367448276,7250.0,,low_no_large_city
UKJ1,UK,1800,22.0,2,Oxford,12.0,22.0,0.2799255814,10750.0,78.5923168935499,high
UKJ1,UK,1850,50.0,2,Oxford,29.0,57.0,0.3028218241,27181.0,165.11359492864239,high
UKJ1,UK,1900,133.0,3,Reading,73.0,133.0,0.422135828,41155.0,315.0644678281134,high
UKJ2,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKJ2,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKJ2,UK,1600,0.0,0,,0.0,0.0,0.1168881686,6170.0,,low_no_large_city
UKJ2,UK,1650,0.0,0,,0.0,0.0,0.1562413793,5800.0,,low_no_large_city
UKJ2,UK,1700,0.0,0,,0.0,0.0,0.145405721,8565.0,,low_no_large_city
UKJ2,UK,1750,0.0,0,,0.0,5.0,0.2367448276,7250.0,,low_no_large_city
UKJ2,UK,1800,0.0,0,,0.0,13.0,0.2799255814,10750.0,,low_no_large_city
UKJ2,UK,1850,77.0,2,Brighton,66.0,77.0,0.3028218241,27181.0,254.27493619010926,high
UKJ2,UK,1900,156.0,2,Brighton,123.0,156.0,0.422135828,41155.0,369.5493006104187,high
UKJ3,UK,1500,0.0,0,,0.0,8.0,0.1125317098,3942.0,,low_no_large_city
UKJ3,UK,1550,0.0,0,,0.0,7.0,0.1147099392,5056.0,,low_no_large_city
UKJ3,UK,1600,0.0,0,,0.0,6.0,0.1168881686,6170.0,,low_no_large_city
UKJ3,UK,1650,0.0,0,,0.0,6.0,0.1562413793,5800.0,,low_no_large_city
UKJ3,UK,1700,0.0,0,,0.0,7.0,0.145405721,8565.0,,low_no_large_city
UKJ3,UK,1750,10.0,1,Portsmouth,10.0,19.0,0.2367448276,7250.0,42.23957119306458,high
UKJ3,UK,1800,33.0,1,Portsmouth,33.0,73.0,0.2799255814,10750.0,117.88847534032486,high
UKJ3,UK,1850,133.0,4,Portsmouth,72.0,163.0,0.3028218241,27181.0,439.2021625101887,high
UKJ3,UK,1900,451.0,8,Portsmouth,188.0,451.0,0.422135828,41155.0,1068.376503687813,high
UKJ4,UK,1500,0.0,0,,0.0,0.0,0.1125317098,3942.0,,low_no_large_city
UKJ4,UK,1550,0.0,0,,0.0,0.0,0.1147099392,5056.0,,low_no_large_city
UKJ4,UK,1600,0.0,0,,0.0,6.0,0.1168881686,6170.0,,low_no_large_city
UKJ4,UK,1650,0.0,0,,0.0,7.0,0.1562413793,5800.0,,low_no_large_city
UKJ4,UK,1700,0.0,0,,0.0,8.0,0.145405721,8565.0,,low_no_large_city
UKJ4,UK,1750,0.0,0,,0.0,20.0,0.2367448276,7250.0,,low_no_large_city
UKJ4,UK,1800,11.0,1,Dover,11.0,38.0,0.2799255814,10750.0,39.29615844677495,high
UKJ4,UK,1850,87.0,4,Canterbury,28.0,99.0,0.3028218241,27181.0,287.29765517583775,high
UKJ4,UK,1900,135.0,5,Dover,42.0,135.0,0.422135828,41155.0,319.8022793744008,high
UKK1,UK,1500,10.0,1,Bristol,10.0,10.0,0.1125317098,3942.0,88.86384129213684,high
UKK1,UK,1550,11.0,1,Bristol,11.0,11.0,0.1147099392,5056.0,95.89404437588612,high
UKK1,UK,1600,12.0,1,Bristol,12.0,12.0,0.1168881686,6170.0,102.66222958000901,high
UKK1,UK,1650,15.0,1,Bristol,15.0,15.0,0.1562413793,5800.0,96.00529685032036,high
UKK1,UK,1700,20.0,1,Bristol,20.0,25.0,0.145405721,8565.0,137.54616986493951,high
UKK1,UK,1750,60.0,2,Bristol,50.0,70.0,0.2367448276,7250.0,253.43742715838746,high
UKK1,UK,1800,97.0,2,Bristol,64.0,126.0,0.2799255814,10750.0,346.5206699397428,high
UKK1,UK,1850,228.0,4,Bristol,137.0,245.0,0.3028218241,27181.0,752.9179928746092,high
