nuts_2,country,year,urban_pop_10k,n_cities_10k,largest_city,largest_city_pop,urban_pop_5k,national_urb_ratio,national_total_pop_k,total_pop_est_k,confidence
ITF5,IT,1550,22.0,2,Barletta,11.0,42.0,0.25961323155000005,11800.0,84.74144352601274,high
ITF5,IT,1600,50.0,4,Andria,14.0,55.0,0.2738931298,13100.0,182.55295427275078,high
ITF5,IT,1650,24.0,2,Barletta,14.0,52.0,0.3255454545,11000.0,73.722423914231,high
ITF5,IT,1700,15.0,1,Barletta,15.0,70.0,0.2736090226,13300.0,54.82275349497192,high
ITF5,IT,1750,25.0,2,Barletta,15.0,114.0,0.2782666667,15000.0,89.84187828344012,high
ITF5,IT,1800,30.0,2,Barletta,16.0,154.0,0.2583684211,19000.0,116.11326133540395,high
ITF5,IT,1850,125.0,8,Andria,25.0,208.0,0.2512264922,24460.0,497.558991113438,high
ITF5,IT,1900,209.0,10,Andria,50.0,257.0,0.3387681159,33672.0,616.9411765471285,high
ITF6,IT,1500,0.0,0,,0.0,6.0,0.2453333333,10500.0,,low_no_large_city
ITF6,IT,1550,0.0,0,,0.0,8.0,0.25961323155000005,11800.0,,low_no_large_city
ITF6,IT,1600,10.0,1,Catanzaro,10.0,20.0,0.2738931298,13100.0,36.51059085455016,high
ITF6,IT,1650,11.0,1,Catanzaro,11.0,16.0,0.3255454545,11000.0,33.789444294022545,high
ITF6,IT,1700,11.0,1,Catanzaro,11.0,17.0,0.2736090226,13300.0,40.20335256297941,high
ITF6,IT,1750,12.0,1,Catanzaro,12.0,40.0,0.2782666667,15000.0,43.12410157605126,high
ITF6,IT,1800,23.0,2,Catanzaro,13.0,64.0,0.2583684211,19000.0,89.0201670238097,high
ITF6,IT,1850,49.0,4,Catanzaro,17.0,100.0,0.2512264922,24460.0,195.0431245164677,high
ITF6,IT,1900,134.0,7,Catanzaro,32.0,169.0,0.3387681159,33672.0,395.5508021881111,high
ITG1,IT,1500,151.0,8,Palermo,55.0,267.0,0.2453333333,10500.0,615.4891305184088,high
ITG1,IT,1550,196.0,9,Palermo,76.0,375.0,0.25961323155000005,11800.0,754.9692241408409,high
ITG1,IT,1600,318.0,15,Palermo,105.0,613.0,0.2738931298,13100.0,1161.036789174695,high
ITG1,IT,1650,296.0,14,Palermo,102.0,586.0,0.3255454545,11000.0,909.2432282755157,high
ITG1,IT,1700,287.0,13,Palermo,100.0,630.0,0.2736090226,13300.0,1048.9420168704628,high
ITG1,IT,1750,430.0,23,Palermo,124.0,845.0,0.2782666667,15000.0,1545.2803064751702,high
ITG1,IT,1800,617.0,34,Palermo,139.0,1081.0,0.2583684211,19000.0,2388.062741464808,high
ITG1,IT,1850,1001.0,51,Palermo,168.0,1397.0,0.2512264922,24460.0,3984.452400836412,high
ITG1,IT,1900,2077.0,80,Palermo,310.0,2274.0,0.3387681159,33672.0,6131.037433915722,high
ITG2,IT,1500,13.0,1,Sassari,13.0,13.0,0.2453333333,10500.0,52.98913044198222,high
ITG2,IT,1550,13.0,1,Sassari,13.0,19.0,0.25961323155000005,11800.0,50.07448935628026,high
ITG2,IT,1600,14.0,1,Sassari,14.0,22.0,0.2738931298,13100.0,51.11482719637022,high
ITG2,IT,1650,25.0,2,Sassari,14.0,25.0,0.3255454545,11000.0,76.79419157732396,high
ITG2,IT,1700,29.0,2,Cagliari,15.0,39.0,0.2736090226,13300.0,105.99065675694571,high
ITG2,IT,1750,35.0,2,Cagliari,20.0,51.0,0.2782666667,15000.0,125.77862959681617,high
ITG2,IT,1800,43.0,2,Cagliari,25.0,59.0,0.2583684211,19000.0,166.429007914079,high
ITG2,IT,1850,50.0,2,Cagliari,28.0,69.0,0.2512264922,24460.0,199.0235964453752,high
ITG2,IT,1900,131.0,4,Cagliari,62.0,138.0,0.3387681159,33672.0,386.69518721375044,high
ITH1,IT,1500,0.0,0,,0.0,0.0,0.2453333333,10500.0,,low_no_large_city
ITH1,IT,1550,0.0,0,,0.0,5.0,0.25961323155000005,11800.0,,low_no_large_city
ITH1,IT,1600,0.0,0,,0.0,5.0,0.2738931298,13100.0,,low_no_large_city
ITH1,IT,1650,0.0,0,,0.0,5.0,0.3255454545,11000.0,,low_no_large_city
ITH1,IT,1700,0.0,0,,0.0,5.0,0.2736090226,13300.0,,low_no_large_city
ITH1,IT,1750,0.0,0,,0.0,6.0,0.2782666667,15000.0,,low_no_large_city
ITH1,IT,1800,0.0,0,,0.0,8.0,0.2583684211,19000.0,,low_no_large_city
ITH1,IT,1850,0.0,0,,0.0,8.0,0.2512264922,24460.0,,low_no_large_city
ITH1,IT,1900,24.0,1,Bolzano,24.0,24.0,0.3387681159,33672.0,70.84491979488557,high
ITH2,IT,1500,39.0,1,Verona,39.0,39.0,0.2453333333,10500.0,158.96739132594664,high
ITH2,IT,1550,42.0,1,Verona,42.0,47.0,0.25961323155000005,11800.0,161.7791194587516,high
ITH2,IT,1600,45.0,1,Verona,45.0,50.0,0.2738931298,13100.0,164.2976588454757,high
ITH2,IT,1650,40.0,1,Verona,40.0,45.0,0.3255454545,11000.0,122.87070652371834,high
ITH2,IT,1700,35.0,1,Verona,35.0,40.0,0.2736090226,13300.0,127.91975815493448,high
ITH2,IT,1750,45.0,1,Verona,45.0,56.0,0.2782666667,15000.0,161.7153809101922,high
ITH2,IT,1800,51.0,1,Verona,51.0,66.0,0.2583684211,19000.0,197.39254427018673,high
ITH2,IT,1850,62.0,2,Verona,51.0,71.0,0.2512264922,24460.0,246.78925959226527,high
ITH2,IT,1900,140.0,3,Verona,100.0,140.0,0.3387681159,33672.0,413.2620321368325,high
ITH3,IT,1500,158.0,4,Venezia,100.0,163.0,0.2453333333,10500.0,644.0217392179377,high
ITH3,IT,1550,189.0,4,Venezia,123.0,200.0,0.25961323155000005,11800.0,728.0060375643823,high
ITH3,IT,1600,229.0,4,Venezia,151.0,260.0,0.2738931298,13100.0,836.0925305691986,high
ITH3,IT,1650,231.0,5,Venezia,144.0,243.0,0.3255454545,11000.0,709.5783301744734,high
ITH3,IT,1700,226.0,5,Venezia,138.0,239.0,0.2736090226,13300.0,825.996152657577,high
ITH3,IT,1750,237.0,5,Venezia,150.0,265.0,0.2782666667,15000.0,851.7010061270123,high
ITH3,IT,1800,243.0,6,Venezia,138.0,274.0,0.2583684211,19000.0,940.5174168167721,high
ITH3,IT,1850,295.0,9,Venezia,127.0,318.0,0.2512264922,24460.0,1174.2392190277137,high
ITH3,IT,1900,481.0,12,Venezia,189.0,481.0,0.3387681159,33672.0,1419.8502675558316,high
ITH4,IT,1500,13.0,1,Udine,13.0,13.0,0.2453333333,10500.0,52.98913044198222,high
ITH4,IT,1550,11.0,1,Udine,11.0,16.0,0.25961323155000005,11800.0,42.37072176300637,high
ITH4,IT,1600,10.0,1,Udine,10.0,20.0,0.2738931298,13100.0,36.51059085455016,high
ITH4,IT,1650,12.0,1,Udine,12.0,24.0,0.3255454545,11000.0,36.8612119571155,high
ITH4,IT,1700,24.0,2,Udine,14.0,30.0,0.2736090226,13300.0,87.71640559195508,high
ITH4,IT,1750,36.0,3,Udine,14.0,36.0,0.2782666667,15000.0,129.37230472815378,high
ITH4,IT,1800,51.0,3,Trieste,25.0,51.0,0.2583684211,19000.0,197.39254427018673,high
ITH4,IT,1850,103.0,3,Trieste,64.0,103.0,0.2512264922,24460.0,409.98860867747294,high
ITH4,IT,1900,292.0,3,Trieste,230.0,292.0,0.3387681159,33672.0,861.9465241711079,high
ITH5,IT,1500,150.0,7,Bologna,50.0,179.0,0.2453333333,10500.0,611.4130435613332,high
ITH5,IT,1550,191.0,9,Bologna,56.0,203.0,0.25961323155000005,11800.0,735.7098051576561,high
ITH5,IT,1600,223.0,9,Bologna,63.0,236.0,0.2738931298,13100.0,814.1861760564685,high
ITH5,IT,1650,217.0,9,Bologna,63.0,229.0,0.3255454545,11000.0,666.573582891172,high
ITH5,IT,1700,214.0,9,Bologna,63.0,226.0,0.2736090226,13300.0,782.1379498615994,high
ITH5,IT,1750,228.0,9,Bologna,69.0,241.0,0.2782666667,15000.0,819.3579299449739,high
ITH5,IT,1800,239.0,9,Bologna,68.0,259.0,0.2583684211,19000.0,925.0356486387182,high
ITH5,IT,1850,300.0,11,Bologna,74.0,307.0,0.2512264922,24460.0,1194.1415786722512,high
ITH5,IT,1900,706.0,12,Bologna,153.0,706.0,0.3387681159,33672.0,2084.021390632884,high
ITI1,IT,1500,111.0,4,Firenze,55.0,128.0,0.2453333333,10500.0,452.4456522353866,high
ITI1,IT,1550,120.0,4,Firenze,65.0,138.0,0.25961323155000005,11800.0,462.2260555964332,high
ITI1,IT,1600,132.0,4,Firenze,76.0,152.0,0.2738931298,13100.0,481.93979928006206,high
ITI1,IT,1650,126.0,4,Firenze,74.0,154.0,0.3255454545,11000.0,387.04272554971277,high
ITI1,IT,1700,145.0,5,Firenze,72.0,170.0,0.2736090226,13300.0,529.9532837847286,high
ITI1,IT,1750,166.0,6,Firenze,74.0,183.0,0.2782666667,15000.0,596.5500718020425,high
ITI1,IT,1800,191.0,5,Firenze,81.0,214.0,0.2583684211,19000.0,739.2544305020718,high
ITI1,IT,1850,280.0,7,Firenze,94.0,306.0,0.2512264922,24460.0,1114.5321400941011,high
ITI1,IT,1900,676.0,11,Firenze,237.0,676.0,0.3387681159,33672.0,1995.465240889277,high
ITI2,IT,1500,24.0,2,Perugia,12.0,48.0,0.2453333333,10500.0,97.82608696981332,high
ITI2,IT,1550,21.0,2,Perugia,11.0,49.0,0.25961323155000005,11800.0,80.8895597293758,high
ITI2,IT,1600,10.0,1,Perugia,10.0,59.0,0.2738931298,13100.0,36.51059085455016,high
ITI2,IT,1650,13.0,1,Perugia,13.0,58.0,0.3255454545,11000.0,39.93297962020846,high
ITI2,IT,1700,16.0,1,Perugia,16.0,57.0,0.2736090226,13300.0,58.47760372797005,high
ITI2,IT,1750,12.0,1,Perugia,12.0,62.0,0.2782666667,15000.0,43.12410157605126,high
ITI2,IT,1800,15.0,1,Perugia,15.0,94.0,0.2583684211,19000.0,58.056630667701974,high
ITI2,IT,1850,75.0,6,Citta di Castello,15.0,143.0,0.2512264922,24460.0,298.5353946680628,high
ITI2,IT,1900,341.0,12,Perugia,61.0,369.0,0.3387681159,33672.0,1006.5882354189991,high
ITI3,IT,1500,10.0,1,Rimini,10.0,34.0,0.2453333333,10500.0,40.76086957075555,high
ITI3,IT,1550,0.0,0,,0.0,38.0,0.25961323155000005,11800.0,,low_no_large_city
ITI3,IT,1600,10.0,1,Ancona,10.0,40.0,0.2738931298,13100.0,36.51059085455016,high
ITI3,IT,1650,0.0,0,,0.0,34.0,0.3255454545,11000.0,,low_no_large_city
ITI3,IT,1700,0.0,0,,0.0,46.0,0.2736090226,13300.0,,low_no_large_city
ITI3,IT,1750,30.0,3,Ancona,10.0,67.0,0.2782666667,15000.0,107.81025394012815,high
ITI3,IT,1800,54.0,4,Ancona,17.0,104.0,0.2583684211,19000.0,209.00387040372712,high
ITI3,IT,1850,92.0,6,Ancona,32.0,149.0,0.2512264922,24460.0,366.20341745949037,high
ITI3,IT,1900,277.0,12,Rimini,36.0,291.0,0.3387681159,33672.0,817.6684492993044,high
ITI4,IT,1500,67.0,2,Roma,55.0,74.0,0.2453333333,10500.0,273.0978261240622,high
ITI4,IT,1550,85.0,2,Roma,74.0,97.0,0.25961323155000005,11800.0,327.4101227141402,high
ITI4,IT,1600,110.0,2,Roma,100.0,124.0,0.2738931298,13100.0,401.61649940005174,high
ITI4,IT,1650,127.0,2,Roma,116.0,142.0,0.3255454545,11000.0,390.1144932128057,high
ITI4,IT,1700,157.0,3,Roma,135.0,169.0,0.2736090226,13300.0,573.8114865807061,high
ITI4,IT,1750,171.0,2,Roma,158.0,214.0,0.2782666667,15000.0,614.5184474587304,high
ITI4,IT,1800,166.0,2,Roma,153.0,232.0,0.2583684211,19000.0,642.4933793892352,high
ITI4,IT,1850,251.0,7,Roma,175.0,287.0,0.2512264922,24460.0,999.0984541557835,high
ITI4,IT,1900,584.0,12,Roma,422.0,584.0,0.3387681159,33672.0,1723.8930483422157,high
NL11,NL,1500,14.0,1,Groningen,14.0,14.0,0.3229473684,950.0,43.35071708235663,high
NL11,NL,1550,13.0,1,Groningen,13.0,13.0,0.33814035085,1225.0,38.44557435195552,high
NL11,NL,1600,19.0,1,Groningen,19.0,19.0,0.3533333333,1500.0,53.773584910733355,high
NL11,NL,1650,21.0,1,Groningen,21.0,21.0,0.401,2000.0,52.36907730673316,high
NL11,NL,1700,19.0,1,Groningen,19.0,19.0,0.4052631579,1900.0,46.88311688250801,high
NL11,NL,1750,21.0,1,Groningen,21.0,21.0,0.3745,2000.0,56.074766355140184,high
NL11,NL,1800,24.0,1,Groningen,24.0,29.0,0.3915,2000.0,61.30268199233716,high
NL11,NL,1850,34.0,1,Groningen,34.0,42.0,0.3398967076,3098.0,100.03038934996732,high
NL11,NL,1900,68.0,1,Groningen,68.0,76.0,0.4529366005,5142.0,150.1313868760756,high
NL12,NL,1500,0.0,0,,0.0,0.0,0.3229473684,950.0,,low_no_large_city
NL12,NL,1550,0.0,0,,0.0,7.0,0.33814035085,1225.0,,low_no_large_city
NL12,NL,1600,11.0,1,Leeuwarden,11.0,16.0,0.3533333333,1500.0,31.1320754746351,high
NL12,NL,1650,16.0,1,Leeuwarden,16.0,25.0,0.401,2000.0,39.9002493765586,high
NL12,NL,1700,15.0,1,Leeuwarden,15.0,22.0,0.4052631579,1900.0,37.01298701250632,high
NL12,NL,1750,14.0,1,Leeuwarden,14.0,21.0,0.3745,2000.0,37.38317757009346,high
NL12,NL,1800,16.0,1,Leeuwarden,16.0,28.0,0.3915,2000.0,40.86845466155811,high
NL12,NL,1850,24.0,1,Leeuwarden,24.0,52.0,0.3398967076,3098.0,70.60968659997694,high
NL12,NL,1900,54.0,3,Leeuwarden,32.0,66.0,0.4529366005,5142.0,119.2219836957071,high
NL13,NL,1500,0.0,0,,0.0,0.0,0.3229473684,950.0,,low_no_large_city
NL13,NL,1550,0.0,0,,0.0,0.0,0.33814035085,1225.0,,low_no_large_city
NL13,NL,1600,0.0,0,,0.0,0.0,0.3533333333,1500.0,,low_no_large_city
NL13,NL,1650,0.0,0,,0.0,0.0,0.401,2000.0,,low_no_large_city
NL13,NL,1700,0.0,0,,0.0,0.0,0.4052631579,1900.0,,low_no_large_city
NL13,NL,1750,0.0,0,,0.0,0.0,0.3745,2000.0,,low_no_large_city
NL13,NL,1800,0.0,0,,0.0,0.0,0.3915,2000.0,,low_no_large_city
NL13,NL,1850,0.0,0,,0.0,7.0,0.3398967076,3098.0,,low_no_large_city
NL13,NL,1900,14.0,1,Hoogeveen,14.0,14.0,0.4529366005,5142.0,30.909403180368507,high
NL21,NL,1500,0.0,0,,0.0,0.0,0.3229473684,950.0,,low_no_large_city
NL21,NL,1550,0.0,0,,0.0,0.0,0.33814035085,1225.0,,low_no_large_city
NL21,NL,1600,0.0,0,,0.0,0.0,0.3533333333,1500.0,,low_no_large_city
NL21,NL,1650,0.0,0,,0.0,0.0,0.401,2000.0,,low_no_large_city
NL21,NL,1700,0.0,0,,0.0,0.0,0.4052631579,1900.0,,low_no_large_city
NL21,NL,1750,0.0,0,,0.0,0.0,0.3745,2000.0,,low_no_large_city
NL21,NL,1800,0.0,0,,0.0,13.0,0.3915,2000.0,,low_no_large_city
NL21,NL,1850,12.0,1,Enschede,12.0,20.0,0.3398967076,3098.0,35.30484329998847,high
NL21,NL,1900,23.0,1,Enschede,23.0,31.0,0.4529366005,5142.0,50.77973379631969,high
NL22,NL,1500,12.0,1,Nijmegen,12.0,25.0,0.3229473684,950.0,37.15775749916283,high
NL22,NL,1550,10.0,1,Nijmegen,10.0,29.0,0.33814035085,1225.0,29.573518732273474,high
NL22,NL,1600,12.0,1,Nijmegen,12.0,31.0,0.3533333333,1500.0,33.962264154147384,high
NL22,NL,1650,0.0,0,,0.0,28.0,0.401,2000.0,,low_no_large_city
NL22,NL,1700,11.0,1,Nijmegen,11.0,31.0,0.4052631579,1900.0,27.14285714250464,high
NL22,NL,1750,12.0,1,Nijmegen,12.0,32.0,0.3745,2000.0,32.04272363150868,high
NL22,NL,1800,23.0,2,Nijmegen,13.0,38.0,0.3915,2000.0,58.748403575989784,high
NL22,NL,1850,77.0,5,Nijmegen,21.0,88.0,0.3398967076,3098.0,226.53941117492602,high
NL22,NL,1900,189.0,6,Arnhem,57.0,196.0,0.4529366005,5142.0,417.27694293497484,high
NL23,NL,1500,0.0,0,,0.0,14.0,0.3229473684,950.0,,low_no_large_city
NL23,NL,1550,0.0,0,,0.0,13.0,0.33814035085,1225.0,,low_no_large_city
NL23,NL,1600,0.0,0,,0.0,16.0,0.3533333333,1500.0,,low_no_large_city
NL23,NL,1650,11.0,1,Zwolle,11.0,18.0,0.401,2000.0,27.43142144638404,high
NL23,NL,1700,10.0,1,Zwolle,10.0,17.0,0.4052631579,1900.0,24.675324675004216,high
NL23,NL,1750,12.0,1,Zwolle,12.0,18.0,0.3745,2000.0,32.04272363150868,high
NL23,NL,1800,12.0,1,Zwolle,12.0,18.0,0.3915,2000.0,30.65134099616858,high
NL23,NL,1850,25.0,2,Zwolle,14.0,31.0,0.3398967076,3098.0,73.55175687497598,high
NL23,NL,1900,54.0,3,Zwolle,24.0,54.0,0.4529366005,5142.0,119.2219836957071,high
NL31,NL,1500,25.0,1,Utrecht,25.0,32.0,0.3229473684,950.0,77.41199478992256,high
NL31,NL,1550,27.0,1,Utrecht,27.0,39.0,0.33814035085,1225.0,79.84850057713838,high
NL31,NL,1600,30.0,1,Utrecht,30.0,42.0,0.3533333333,1500.0,84.90566038536846,high
NL31,NL,1650,30.0,1,Utrecht,30.0,48.0,0.401,2000.0,74.81296758104737,high
NL31,NL,1700,30.0,1,Utrecht,30.0,42.0,0.4052631579,1900.0,74.02597402501264,high
NL31,NL,1750,31.0,1,Utrecht,31.0,44.0,0.3745,2000.0,82.77703604806409,high
NL31,NL,1800,33.0,1,Utrecht,33.0,52.0,0.3915,2000.0,84.2911877394636,high
NL31,NL,1850,60.0,2,Utrecht,48.0,81.0,0.3398967076,3098.0,176.52421649994236,high
NL31,NL,1900,166.0,5,Utrecht,102.0,166.0,0.4529366005,5142.0,366.49720913865514,high
NL32,NL,1500,24.0,2,Amsterdam,12.0,35.0,0.3229473684,950.0,74.31551499832565,high
NL32,NL,1550,43.0,2,Amsterdam,27.0,67.0,0.33814035085,1225.0,127.16613054877594,high
NL32,NL,1600,143.0,5,Amsterdam,60.0,153.0,0.3533333333,1500.0,404.7169811702563,high
NL32,NL,1650,191.0,5,Amsterdam,104.0,201.0,0.401,2000.0,476.3092269326683,high
NL32,NL,1700,259.0,5,Amsterdam,180.0,269.0,0.4052631579,1900.0,639.0909090826092,high
NL32,NL,1750,247.0,4,Amsterdam,198.0,261.0,0.3745,2000.0,659.5460614152203,high
NL32,NL,1800,259.0,4,Amsterdam,217.0,274.0,0.3915,2000.0,661.5581098339719,high
NL32,NL,1850,272.0,4,Amsterdam,225.0,291.0,0.3398967076,3098.0,800.2431147997386,high
NL32,NL,1900,629.0,5,Amsterdam,511.0,641.0,0.4529366005,5142.0,1388.7153286036994,high
NL33,NL,1500,47.0,4,Leiden,14.0,59.0,0.3229473684,950.0,145.53455020505442,high
NL33,NL,1550,38.0,3,Delft,15.0,60.0,0.33814035085,1225.0,112.3793711826392,high
NL33,NL,1600,130.0,6,Leiden,44.0,135.0,0.3533333333,1500.0,367.92452833659667,high
NL33,NL,1650,192.0,6,Leiden,67.0,199.0,0.401,2000.0,478.8029925187032,high
NL33,NL,1700,203.0,6,Leiden,65.0,210.0,0.4052631579,1900.0,500.9090909025856,high
NL33,NL,1750,172.0,6,Rotterdam,44.0,185.0,0.3745,2000.0,459.2790387182911,high
NL33,NL,1800,170.0,6,Rotterdam,53.0,200.0,0.3915,2000.0,434.2273307790549,high
NL33,NL,1850,267.0,7,Rotterdam,90.0,296.0,0.3398967076,3098.0,785.5327634247434,high
NL33,NL,1900,798.0,9,Rotterdam,379.0,814.0,0.4529366005,5142.0,1761.835981281005,high
NL34,NL,1500,0.0,0,,0.0,7.0,0.3229473684,950.0,,low_no_large_city
NL34,NL,1550,0.0,0,,0.0,12.0,0.33814035085,1225.0,,low_no_large_city
NL34,NL,1600,20.0,1,Middelburg,20.0,32.0,0.3533333333,1500.0,56.60377359024564,high
NL34,NL,1650,38.0,2,Middelburg,27.0,44.0,0.401,2000.0,94.76309226932668,high
NL34,NL,1700,28.0,1,Middelburg,28.0,41.0,0.4052631579,1900.0,69.0909090900118,high
NL34,NL,1750,25.0,1,Middelburg,25.0,39.0,0.3745,2000.0,66.75567423230974,high
NL34,NL,1800,20.0,1,Middelburg,20.0,32.0,0.3915,2000.0,51.08556832694764,high
NL34,NL,1850,26.0,2,Middelburg,16.0,38.0,0.3398967076,3098.0,76.49382714997502,high
NL34,NL,1900,38.0,2,Middelburg,19.0,52.0,0.4529366005,5142.0,83.89695148957166,high
NL41,NL,1500,16.0,1,s Hertogenbosch,16.0,22.0,0.3229473684,950.0,49.543676665550436,high
NL41,NL,1550,18.0,1,s Hertogenbosch,18.0,24.0,0.33814035085,1225.0,53.232333718092256,high
NL41,NL,1600,13.0,1,s Hertogenbosch,13.0,20.0,0.3533333333,1500.0,36.79245283365967,high
NL41,NL,1650,10.0,1,s Hertogenbosch,10.0,23.0,0.401,2000.0,24.937655860349125,high
NL41,NL,1700,10.0,1,s Hertogenbosch,10.0,22.0,0.4052631579,1900.0,24.675324675004216,high
NL41,NL,1750,14.0,1,s Hertogenbosch,14.0,28.0,0.3745,2000.0,37.38317757009346,high
NL41,NL,1800,13.0,1,s Hertogenbosch,13.0,30.0,0.3915,2000.0,33.205619412515965,high
NL41,NL,1850,52.0,3,s Hertogenbosch,22.0,63.0,0.3398967076,3098.0,152.98765429995004,high
NL41,NL,1900,129.0,5,Tilburg,47.0,134.0,0.4529366005,5142.0,284.80807216196695,high
NL42,NL,1500,10.0,1,Maastricht,10.0,22.0,0.3229473684,950.0,30.964797915969022,high
NL42,NL,1550,14.0,1,Maastricht,14.0,26.0,0.33814035085,1225.0,41.40292622518287,high
NL42,NL,1600,18.0,1,Maastricht,18.0,33.0,0.3533333333,1500.0,50.94339623122107,high
NL42,NL,1650,18.0,1,Maastricht,18.0,29.0,0.401,2000.0,44.88778054862843,high
NL42,NL,1700,13.0,1,Maastricht,13.0,20.0,0.4052631579,1900.0,32.077922077505484,high
NL42,NL,1750,18.0,1,Maastricht,18.0,23.0,0.3745,2000.0,48.06408544726302,high
NL42,NL,1800,18.0,1,Maastricht,18.0,23.0,0.3915,2000.0,45.97701149425287,high
NL42,NL,1850,25.0,1,Maastricht,25.0,52.0,0.3398967076,3098.0,73.55175687497598,high
NL42,NL,1900,76.0,4,Maastricht,36.0,84.0,0.4529366005,5142.0,167.79390297914333,high
PT11,PT,1500,14.0,1,Porto,14.0,27.0,0.282,1000.0,49.64539007092199,medium
PT11,PT,1550,14.0,1,Porto,14.0,39.0,0.32827272725,1050.0,42.64746607883186,medium
PT11,PT,1600,24.0,2,Porto,14.0,45.0,0.3745454545,1100.0,64.07766991068904,high
PT11,PT,1650,30.0,2,Porto,19.0,49.0,0.2537142857,1750.0,118.24324324990108,high
PT11,PT,1700,38.0,2,Porto,25.0,62.0,0.249,2000.0,152.61044176706827,high
PT11,PT,1750,45.0,2,Porto,30.0,74.0,0.2511111111,2250.0,179.2035398309382,high
PT11,PT,1800,252.0,8,Guimaraes,47.0,262.0,0.3614545455,2750.0,697.1830985038754,high
PT11,PT,1850,301.0,10,Porto,74.0,301.0,0.2898322851,3816.0,1038.5316456244577,high
PT11,PT,1900,506.0,10,Porto,168.0,506.0,0.3398223538,5404.0,1489.0132869181487,high
PT15,PT,1500,0.0,0,,0.0,13.0,0.282,1000.0,,low_no_large_city
PT15,PT,1550,0.0,0,,0.0,19.0,0.32827272725,1050.0,,low_no_large_city
PT15,PT,1600,0.0,0,,0.0,21.0,0.3745454545,1100.0,,low_no_large_city
PT15,PT,1650,0.0,0,,0.0,12.0,0.2537142857,1750.0,,low_no_large_city
PT15,PT,1700,0.0,0,,0.0,16.0,0.249,2000.0,,low_no_large_city
PT15,PT,1750,0.0,0,,0.0,28.0,0.2511111111,2250.0,,low_no_large_city
PT15,PT,1800,46.0,4,Loule,14.0,58.0,0.3614545455,2750.0,127.26358147292963,high
PT15,PT,1850,57.0,4,Loule,16.0,72.0,0.2898322851,3816.0,196.66546113154183,high
PT15,PT,1900,159.0,6,Loule,44.0,159.0,0.3398223538,5404.0,467.8915269169677,high
PT16,PT,1500,0.0,0,,0.0,6.0,0.282,1000.0,,low_no_large_city
PT16,PT,1550,0.0,0,,0.0,8.0,0.32827272725,1050.0,,low_no_large_city
PT16,PT,1600,10.0,1,Coimbra,10.0,20.0,0.3745454545,1100.0,26.699029129453766,high
PT16,PT,1650,10.0,1,Coimbra,10.0,26.0,0.2537142857,1750.0,39.4144144166337,high
PT16,PT,1700,11.0,1,Coimbra,11.0,49.0,0.249,2000.0,44.17670682730924,high
PT16,PT,1750,14.0,1,Coimbra,14.0,67.0,0.2511111111,2250.0,55.75221239184744,high
PT16,PT,1800,133.0,7,Coimbra,46.0,154.0,0.3614545455,2750.0,367.9577464326009,high
PT16,PT,1850,140.0,7,Coimbra,32.0,170.0,0.2898322851,3816.0,483.03797470905016,high
PT16,PT,1900,361.0,11,Coimbra,54.0,361.0,0.3398223538,5404.0,1062.3197560819203,high
PT17,PT,1500,75.0,2,Lisboa,65.0,81.0,0.282,1000.0,265.95744680851067,medium
PT17,PT,1550,104.0,2,Lisboa,92.0,111.0,0.32827272725,1050.0,316.80974801417955,medium
PT17,PT,1600,145.0,2,Lisboa,130.0,153.0,0.3745454545,1100.0,387.1359223770796,high
PT17,PT,1650,172.0,2,Lisboa,153.0,181.0,0.2537142857,1750.0,677.9279279660996,high
PT17,PT,1700,215.0,3,Lisboa,180.0,215.0,0.249,2000.0,863.4538152610442,high
PT17,PT,1750,228.0,3,Lisboa,185.0,233.0,0.2511111111,2250.0,907.964601810087,high
PT17,PT,1800,268.0,4,Lisboa,204.0,268.0,0.3614545455,2750.0,741.448692059677,high
PT17,PT,1850,280.0,3,Lisboa,250.0,294.0,0.2898322851,3816.0,966.0759494181003,high
PT17,PT,1900,463.0,5,Lisboa,351.0,472.0,0.3398223538,5404.0,1362.4765846701637,high
PT18,PT,1500,13.0,1,Evora,13.0,34.0,0.282,1000.0,46.09929078014185,medium
PT18,PT,1550,23.0,2,Evora,13.0,45.0,0.32827272725,1050.0,70.06369427236663,medium
PT18,PT,1600,23.0,2,Evora,12.0,47.0,0.3745454545,1100.0,61.407766997743664,high
PT18,PT,1650,24.0,2,Elvas,12.0,64.0,0.2537142857,1750.0,94.59459459992087,high
PT18,PT,1700,26.0,2,Elvas,14.0,79.0,0.249,2000.0,104.41767068273093,high
PT18,PT,1750,30.0,2,Elvas,15.0,92.0,0.2511111111,2250.0,119.4690265539588,high
PT18,PT,1800,84.0,6,Evora,19.0,123.0,0.3614545455,2750.0,232.39436616795845,high
PT18,PT,1850,96.0,7,Castelo Branco,19.0,124.0,0.2898322851,3816.0,331.22603980049155,high
PT18,PT,1900,197.0,9,Castelo Branco,38.0,217.0,0.3398223538,5404.0,579.7146591361171,high
PT20,PT,1500,0.0,0,,0.0,0.0,0.282,1000.0,,low_no_large_city
PT20,PT,1550,0.0,0,,0.0,0.0,0.32827272725,1050.0,,low_no_large_city
PT20,PT,1600,0.0,0,,0.0,0.0,0.3745454545,1100.0,,low_no_large_city
PT20,PT,1650,0.0,0,,0.0,0.0,0.2537142857,1750.0,,low_no_large_city
PT20,PT,1700,0.0,0,,0.0,0.0,0.249,2000.0,,low_no_large_city
